file_name,caption_1,caption_2,caption_3,caption_4,caption_5
20100110.kitchen.wav,"An machine beeps loudly a few times, then a cash register chimes and then the beep goes off again.",Loud beeping while someone cooks food in a microwave.,Someone cooks food in the microwave and it is beeping loudly.,The timer goes off as the cook is preparing the food and moving dishes.,The oven was beeping as items came in and out of it.
cowshed.wav,Many cows moo at each other while one is louder than the last.,"Outside, several cows are quite loud as they take turns mooing.",Several cows are mooing and a male cow bellows loudly.,Several cows are mooing and an other animal bellows.,Several different cows are taking turns mooing outside.
FootstepsOnWoodFloor.wav,A consistent knocking noise starts off frantic and gets slower as time goes on.,A consistent knocking noise starts off frantically and gets slower as time goes on.,A constant thudding is being made on a hard surface.,A constant thudding is made on a hard surface.,A person going up and down stairs repeatedly.
Cat Eating Wet Food (Purring at start but not throughout).wav,A pig or some kind of animal eating and chewing very loudly and snorting,"A pig, or some other kind of animal, is snorting and chewing very loudly while eating.","Pigs dig into a feed trough, eating what they can.",Happy pigs dig through a feed trough eating what they can find.,"While eating its food, a dog makes an odd noise."
writing_with_bold_marker (miroslawski.net).wav,A person is scrubbing a window and the scrubbing squeaks.,A person is scrubbing a window with some squeaking sounds.,A person is writing on a piece of paper with a magic marker.,A person writing on a piece of paper with a magic marker.,Someone uses chalk to scrape against the chalkboard and take notes.
Tokyo - Hiroo street.wav,Individuals talk out of sight while various autos drive by.,People talk in the background while multiple cars drive by.,"While a girl with heels walks past, many people are also walking and cars pass by.",a motor is buzzing while a few people are talking and strolling,an engine is whirring while some people are talking and walking
Cathedral Sqaure buskers.wav,In the distance string instruments are playing a melody,Music is playing while wind noise is in the background.,Someone is playing a pleasant song for people on a violin.,Someone is playing a pleasant song for people with a violin.,Someone playing a violin with piano accompaniment in the same room.
SYnth_NoisesAX9.wav,A helicopter hovers a couple of times and a key board plays music.,A very strange synthetic whir and burps and a laser.,"A very strange synthetic whir, splash and a laser.",The old video game has effects and sounds with a laser firing.,very loud video game noises in the foreground
construction equipment tracked.wav,A bulldozer is backing up with the warning on and then proceeds to move forward.,A bulldozer is reversing along with the attention mode activated and then advances .,A construction vehicle backs up and then moves forward.,A construction vehicle beeps as it backs up and then moves forward,a truck road construction or building site on street
Frogs in Creek 1.wav,Crickets and frogs are making noises at night.,Crickets and frogs bellow out in the night sky.,"Outdoors, crickets, cicadas, multiple species of frogs bellowing out.","Outdoors, crickets, cicadas, multiple species of frogs vocalizing.",insects are buzzing and frogs are croaking in the night
Uppsala Streetbusker accordion 1.wav,A group of people at a circus or festival talk to each other.,A group of people chatting near an accordion player.,A group of people talking at a circus or a festival,Music is playing on carnival rides and people talk to each other.,Near an accordion player a group of people are chatting
Steady Rain.wav,"A small bucket catches rain water lightly, as it rains.",Rain hits a solid object while light rain pours in the background.,"The water pours onto a thin film, bounces and runs off.","Water pouring onto a layer, bouncing and running off.",a small bucket catching rain water lightly as it rains
Inner City Bees.wav,A swarm of insects flies and buzzes around their nest.,A swarm of insects are buzzing around a hive.,"Bees are buzzing around, and birds are chirping.",Birds chirped in the background as a swarm of bees buzzed.,The buzzing of a swarm of bees with birds chirping in the background.
Quacky Duck Toy SFX.wav,A person holding and squeezing a plastic toy.,A squeak toy squeaks continuously increasing tempo with time,A squeaking toy squeaking at random moments then squeaking fast at the end.,A toy squeaks at random moments once the kitten plays with it.,Someone squeezes a plastic toy to make it squeak periodically then frequently at the end.
